"","gvkey","sic2","category"
"1",1004,50,"Wholesale Trade"
"2",1010,37,"Manufacturing"
"3",1013,36,"Manufacturing"
"4",1017,38,"Manufacturing"
"5",1019,73,"Services"
"6",1021,38,"Manufacturing"
"7",1025,50,"Wholesale Trade"
"8",1034,28,"Manufacturing"
"9",1036,35,"Manufacturing"
"10",1037,36,"Manufacturing"
"11",1038,78,"Services"
"12",1043,35,"Manufacturing"
"13",1045,45,"Transportation & Public Utilities"
"14",1048,NA,NA
"15",1050,35,"Manufacturing"
"16",1055,35,"Manufacturing"
"17",1056,38,"Manufacturing"
"18",1062,67,"Finance, Insurance, Real Estate"
"19",1072,36,"Manufacturing"
"20",1073,73,"Services"
"21",1075,49,"Transportation & Public Utilities"
"22",1076,73,"Services"
"23",1078,28,"Manufacturing"
"24",1081,26,"Manufacturing"
"25",1082,15,"Construction"
"26",1084,67,"Finance, Insurance, Real Estate"
"27",1086,49,"Transportation & Public Utilities"
"28",1090,35,"Manufacturing"
"29",1094,51,"Wholesale Trade"
"30",1095,73,"Services"
"31",1096,50,"Wholesale Trade"
"32",1097,63,"Finance, Insurance, Real Estate"
"33",1098,36,"Manufacturing"
"34",1099,36,"Manufacturing"
"35",1104,34,"Manufacturing"
"36",1107,50,"Wholesale Trade"
"37",1108,50,"Wholesale Trade"
"38",1109,20,"Manufacturing"
"39",1111,73,"Services"
"40",1115,38,"Manufacturing"
"41",1117,36,"Manufacturing"
"42",1119,NA,NA
"43",1121,51,"Wholesale Trade"
"44",1148,62,"Finance, Insurance, Real Estate"
"45",1151,38,"Manufacturing"
"46",1154,87,"Services"
"47",1161,36,"Manufacturing"
"48",1164,48,"Transportation & Public Utilities"
"49",1165,51,"Wholesale Trade"
"50",1166,35,"Manufacturing"
"51",1173,38,"Manufacturing"
"52",1177,63,"Finance, Insurance, Real Estate"
"53",1183,75,"Services"
"54",1186,10,"Mining"
"55",1189,87,"Services"
"56",1193,20,"Manufacturing"
"57",1194,60,"Finance, Insurance, Real Estate"
"58",1203,47,"Transportation & Public Utilities"
"59",1209,28,"Manufacturing"
"60",1210,45,"Transportation & Public Utilities"
"61",1213,45,"Transportation & Public Utilities"
"62",1224,NA,NA
"63",1225,NA,NA
"64",1226,13,"Mining"
"65",1228,35,"Manufacturing"
"66",1230,45,"Transportation & Public Utilities"
"67",1233,65,"Finance, Insurance, Real Estate"
"68",1234,49,"Transportation & Public Utilities"
"69",1235,22,"Manufacturing"
"70",1238,13,"Mining"
"71",1239,28,"Manufacturing"
"72",1240,54,"Retail Trade"
"73",1243,33,"Manufacturing"
"74",1244,28,"Manufacturing"
"75",1245,51,"Wholesale Trade"
"76",1246,51,"Wholesale Trade"
"77",1250,36,"Manufacturing"
"78",1253,64,"Finance, Insurance, Real Estate"
"79",1254,44,"Transportation & Public Utilities"
"80",1255,13,"Mining"
"81",1257,65,"Finance, Insurance, Real Estate"
"82",1258,13,"Mining"
"83",1259,28,"Manufacturing"
"84",1260,28,"Manufacturing"
"85",1262,44,"Transportation & Public Utilities"
"86",1263,33,"Manufacturing"
"87",1265,10,"Mining"
"88",1266,10,"Mining"
"89",1272,NA,NA
"90",1274,63,"Finance, Insurance, Real Estate"
"91",1278,36,"Manufacturing"
"92",1279,49,"Transportation & Public Utilities"
"93",1281,36,"Manufacturing"
"94",1283,39,"Manufacturing"
"95",1297,35,"Manufacturing"
"96",1300,37,"Manufacturing"
"97",1308,76,"Services"
"98",1318,48,"Transportation & Public Utilities"
"99",1324,38,"Manufacturing"
"100",1327,36,"Manufacturing"
"101",1328,34,"Manufacturing"
"102",1331,33,"Manufacturing"
"103",1332,65,"Finance, Insurance, Real Estate"
"104",1334,35,"Manufacturing"
"105",1335,48,"Transportation & Public Utilities"
"106",1336,48,"Transportation & Public Utilities"
"107",1351,36,"Manufacturing"
"108",1352,NA,NA
"109",1356,33,"Manufacturing"
"110",1359,28,"Manufacturing"
"111",1360,13,"Mining"
"112",1363,73,"Services"
"113",1367,13,"Mining"
"114",1372,34,"Manufacturing"
"115",1378,17,"Construction"
"116",1380,29,"Manufacturing"
"117",1382,45,"Transportation & Public Utilities"
"118",1388,45,"Transportation & Public Utilities"
"119",1392,35,"Manufacturing"
"120",1393,75,"Services"
"121",1397,30,"Manufacturing"
"122",1408,21,"Manufacturing"
"123",1410,73,"Services"
"124",1411,27,"Manufacturing"
"125",1414,99,"Public Administration"
"126",1417,NA,NA
"127",1418,42,"Transportation & Public Utilities"
"128",1429,20,"Manufacturing"
"129",1431,80,"Services"
"130",1439,49,"Transportation & Public Utilities"
"131",1440,49,"Transportation & Public Utilities"
"132",1441,38,"Manufacturing"
"133",1444,87,"Services"
"134",1446,13,"Mining"
"135",1447,61,"Finance, Insurance, Real Estate"
"136",1448,61,"Finance, Insurance, Real Estate"
"137",1449,63,"Finance, Insurance, Real Estate"
"138",1450,61,"Finance, Insurance, Real Estate"
"139",1456,30,"Manufacturing"
"140",1465,63,"Finance, Insurance, Real Estate"
"141",1468,27,"Manufacturing"
"142",1470,36,"Manufacturing"
"143",1474,63,"Finance, Insurance, Real Estate"
"144",1478,28,"Manufacturing"
"145",1485,48,"Transportation & Public Utilities"
"146",1487,63,"Finance, Insurance, Real Estate"
"147",1491,26,"Manufacturing"
"148",1494,55,"Retail Trade"
"149",1495,73,"Services"
"150",1496,25,"Manufacturing"
"151",1500,73,"Services"
"152",1507,NA,NA
"153",1511,99,"Public Administration"
"154",1518,59,"Retail Trade"
"155",1523,73,"Services"
"156",1526,63,"Finance, Insurance, Real Estate"
"157",1530,99,"Public Administration"
"158",1533,28,"Manufacturing"
"159",1537,29,"Manufacturing"
"160",1539,87,"Services"
"161",1542,34,"Manufacturing"
"162",1543,44,"Transportation & Public Utilities"
"163",1544,13,"Mining"
"164",1545,65,"Finance, Insurance, Real Estate"
"165",1546,79,"Services"
"166",1551,58,"Retail Trade"
"167",1554,38,"Manufacturing"
"168",1559,80,"Services"
"169",1562,73,"Services"
"170",1567,35,"Manufacturing"
"171",1573,54,"Retail Trade"
"172",1577,36,"Manufacturing"
"173",1581,48,"Transportation & Public Utilities"
"174",1585,28,"Manufacturing"
"175",1587,49,"Transportation & Public Utilities"
"176",1590,67,"Finance, Insurance, Real Estate"
"177",1593,32,"Manufacturing"
"178",1594,53,"Retail Trade"
"179",1598,36,"Manufacturing"
"180",1602,28,"Manufacturing"
"181",1606,35,"Manufacturing"
"182",1608,36,"Manufacturing"
"183",1609,29,"Manufacturing"
"184",1611,20,"Manufacturing"
"185",1613,35,"Manufacturing"
"186",1618,15,"Construction"
"187",1619,60,"Finance, Insurance, Real Estate"
"188",1627,38,"Manufacturing"
"189",1632,36,"Manufacturing"
"190",1633,38,"Manufacturing"
"191",1634,73,"Services"
"192",1635,38,"Manufacturing"
"193",1640,34,"Manufacturing"
"194",1641,38,"Manufacturing"
"195",1642,35,"Manufacturing"
"196",1650,36,"Manufacturing"
"197",1651,33,"Manufacturing"
"198",1652,38,"Manufacturing"
"199",1655,72,"Services"
"200",1656,NA,NA
"201",1659,51,"Wholesale Trade"
"202",1661,13,"Mining"
"203",1663,20,"Manufacturing"
"204",1669,49,"Transportation & Public Utilities"
"205",1676,NA,NA
"206",1677,39,"Manufacturing"
"207",1678,13,"Mining"
"208",1681,99,"Public Administration"
"209",1682,13,"Mining"
"210",1686,17,"Construction"
"211",1689,NA,NA
"212",1690,35,"Manufacturing"
"213",1703,36,"Manufacturing"
"214",1704,35,"Manufacturing"
"215",1705,99,"Public Administration"
"216",1706,35,"Manufacturing"
"217",1712,29,"Manufacturing"
"218",1715,65,"Finance, Insurance, Real Estate"
"219",1718,67,"Finance, Insurance, Real Estate"
"220",1721,51,"Wholesale Trade"
"221",1722,20,"Manufacturing"
"222",1728,54,"Retail Trade"
"223",1738,61,"Finance, Insurance, Real Estate"
"224",1739,65,"Finance, Insurance, Real Estate"
"225",1742,NA,NA
"226",1743,42,"Transportation & Public Utilities"
"227",1745,NA,NA
"228",1746,49,"Transportation & Public Utilities"
"229",1749,37,"Manufacturing"
"230",1751,67,"Finance, Insurance, Real Estate"
"231",1754,35,"Manufacturing"
"232",1755,33,"Manufacturing"
"233",1762,30,"Manufacturing"
"234",1766,42,"Transportation & Public Utilities"
"235",1772,36,"Manufacturing"
"236",1773,50,"Wholesale Trade"
"237",1780,27,"Manufacturing"
"238",1781,26,"Manufacturing"
"239",1783,35,"Manufacturing"
"240",1786,37,"Manufacturing"
"241",1789,33,"Manufacturing"
"242",1790,NA,NA
"243",1794,29,"Manufacturing"
"244",1797,67,"Finance, Insurance, Real Estate"
"245",1798,39,"Manufacturing"
"246",1814,36,"Manufacturing"
"247",1816,61,"Finance, Insurance, Real Estate"
"248",1819,50,"Wholesale Trade"
"249",1820,35,"Manufacturing"
"250",1822,35,"Manufacturing"
"251",1823,26,"Manufacturing"
"252",1824,38,"Manufacturing"
"253",1828,49,"Transportation & Public Utilities"
"254",1831,61,"Finance, Insurance, Real Estate"
"255",1832,37,"Manufacturing"
"256",1835,16,"Construction"
"257",1837,49,"Transportation & Public Utilities"
"258",1843,49,"Transportation & Public Utilities"
"259",1848,29,"Manufacturing"
"260",1849,45,"Transportation & Public Utilities"
"261",1856,10,"Mining"
"262",1858,NA,NA
"263",1860,13,"Mining"
"264",1864,57,"Retail Trade"
"265",1865,37,"Manufacturing"
"266",1866,36,"Manufacturing"
"267",1868,67,"Finance, Insurance, Real Estate"
"268",1874,73,"Services"
"269",1875,73,"Services"
"270",1877,38,"Manufacturing"
"271",1878,73,"Services"
"272",1884,36,"Manufacturing"
"273",1891,73,"Services"
"274",1895,58,"Retail Trade"
"275",1902,28,"Manufacturing"
"276",1906,65,"Finance, Insurance, Real Estate"
"277",1909,61,"Finance, Insurance, Real Estate"
"278",1910,63,"Finance, Insurance, Real Estate"
"279",1913,26,"Manufacturing"
"280",1914,50,"Wholesale Trade"
"281",1919,50,"Wholesale Trade"
"282",1920,28,"Manufacturing"
"283",1923,36,"Manufacturing"
"284",1926,36,"Manufacturing"
"285",1932,63,"Finance, Insurance, Real Estate"
"286",1934,20,"Manufacturing"
"287",1939,73,"Services"
"288",1940,73,"Services"
"289",1943,34,"Manufacturing"
"290",1945,28,"Manufacturing"
"291",1949,67,"Finance, Insurance, Real Estate"
"292",1951,38,"Manufacturing"
"293",1953,50,"Wholesale Trade"
"294",1956,67,"Finance, Insurance, Real Estate"
"295",1968,38,"Manufacturing"
"296",1969,26,"Manufacturing"
"297",1971,28,"Manufacturing"
"298",1974,87,"Services"
"299",1976,35,"Manufacturing"
"300",1977,99,"Public Administration"
"301",1979,28,"Manufacturing"
"302",1981,36,"Manufacturing"
"303",1982,63,"Finance, Insurance, Real Estate"
"304",1988,34,"Manufacturing"
"305",1989,38,"Manufacturing"
"306",1990,79,"Services"
"307",1992,24,"Manufacturing"
"308",1995,49,"Transportation & Public Utilities"
"309",1998,60,"Finance, Insurance, Real Estate"
"310",2000,NA,NA
"311",2002,NA,NA
"312",2005,60,"Finance, Insurance, Real Estate"
"313",2006,35,"Manufacturing"
"314",2007,NA,NA
"315",2008,30,"Manufacturing"
"316",2011,49,"Transportation & Public Utilities"
"317",2013,16,"Construction"
"318",2014,60,"Finance, Insurance, Real Estate"
"319",2019,60,"Finance, Insurance, Real Estate"
"320",2022,60,"Finance, Insurance, Real Estate"
"321",2024,60,"Finance, Insurance, Real Estate"
"322",2025,67,"Finance, Insurance, Real Estate"
"323",2028,56,"Retail Trade"
"324",2029,60,"Finance, Insurance, Real Estate"
"325",2032,NA,NA
"326",2033,34,"Manufacturing"
"327",2034,27,"Manufacturing"
"328",2044,38,"Manufacturing"
"329",2049,34,"Manufacturing"
"330",2051,60,"Finance, Insurance, Real Estate"
"331",2052,13,"Mining"
"332",2054,13,"Mining"
"333",2055,10,"Mining"
"334",2058,38,"Manufacturing"
"335",2060,73,"Services"
"336",2061,31,"Manufacturing"
"337",2070,38,"Manufacturing"
"338",2073,13,"Mining"
"339",2076,13,"Mining"
"340",2080,25,"Manufacturing"
"341",2085,28,"Manufacturing"
"342",2086,38,"Manufacturing"
"343",2088,49,"Transportation & Public Utilities"
"344",2089,NA,NA
"345",2100,28,"Manufacturing"
"346",2101,50,"Wholesale Trade"
"347",2109,10,"Mining"
"348",2111,38,"Manufacturing"
"349",2113,23,"Manufacturing"
"350",2124,36,"Manufacturing"
"351",2127,13,"Mining"
"352",2128,13,"Mining"
"353",2130,22,"Manufacturing"
"354",2135,35,"Manufacturing"
"355",2136,48,"Transportation & Public Utilities"
"356",2137,48,"Transportation & Public Utilities"
"357",2138,50,"Wholesale Trade"
"358",2141,48,"Transportation & Public Utilities"
"359",2142,48,"Transportation & Public Utilities"
"360",2146,48,"Transportation & Public Utilities"
"361",2150,27,"Manufacturing"
"362",2154,26,"Manufacturing"
"363",2158,28,"Manufacturing"
"364",2159,61,"Finance, Insurance, Real Estate"
"365",2162,10,"Mining"
"366",2163,58,"Retail Trade"
"367",2169,51,"Wholesale Trade"
"368",2175,49,"Transportation & Public Utilities"
"369",2176,63,"Finance, Insurance, Real Estate"
"370",2183,34,"Manufacturing"
"371",2184,57,"Retail Trade"
"372",2185,53,"Retail Trade"
"373",2186,34,"Manufacturing"
"374",2188,35,"Manufacturing"
"375",2189,33,"Manufacturing"
"376",2190,28,"Manufacturing"
"377",2193,80,"Services"
"378",2201,59,"Retail Trade"
"379",2204,13,"Mining"
"380",2205,45,"Transportation & Public Utilities"
"381",2213,51,"Wholesale Trade"
"382",2214,39,"Manufacturing"
"383",2215,35,"Manufacturing"
"384",2220,38,"Manufacturing"
"385",2222,28,"Manufacturing"
"386",2224,38,"Manufacturing"
"387",2225,28,"Manufacturing"
"388",2226,28,"Manufacturing"
"389",2230,38,"Manufacturing"
"390",2235,38,"Manufacturing"
"391",2236,38,"Manufacturing"
"392",2237,87,"Services"
"393",2239,29,"Manufacturing"
"394",2240,38,"Manufacturing"
"395",2246,38,"Manufacturing"
"396",2249,10,"Mining"
"397",2250,38,"Manufacturing"
"398",2251,38,"Manufacturing"
"399",2255,35,"Manufacturing"
"400",2257,13,"Mining"
"401",2258,NA,NA
"402",2259,49,"Transportation & Public Utilities"
"403",2262,NA,NA
"404",2264,30,"Manufacturing"
"405",2265,30,"Manufacturing"
"406",2267,28,"Manufacturing"
"407",2269,72,"Services"
"408",2270,13,"Mining"
"409",2271,34,"Manufacturing"
"410",2277,79,"Services"
"411",2281,60,"Finance, Insurance, Real Estate"
"412",2282,58,"Retail Trade"
"413",2283,35,"Manufacturing"
"414",2285,37,"Manufacturing"
"415",2287,36,"Manufacturing"
"416",2290,26,"Manufacturing"
"417",2294,73,"Services"
"418",2295,35,"Manufacturing"
"419",2299,38,"Manufacturing"
"420",2302,73,"Services"
"421",2304,13,"Mining"
"422",2308,73,"Services"
"423",2309,38,"Manufacturing"
"424",2312,73,"Services"
"425",2316,20,"Manufacturing"
"426",2322,73,"Services"
"427",2328,49,"Transportation & Public Utilities"
"428",2329,NA,NA
"429",2334,38,"Manufacturing"
"430",2337,26,"Manufacturing"
"431",2338,26,"Manufacturing"
"432",2340,17,"Construction"
"433",2342,79,"Services"
"434",2343,37,"Manufacturing"
"435",2344,73,"Services"
"436",2345,36,"Manufacturing"
"437",2346,27,"Manufacturing"
"438",2348,51,"Wholesale Trade"
"439",2351,67,"Finance, Insurance, Real Estate"
"440",2352,39,"Manufacturing"
"441",2356,50,"Wholesale Trade"
"442",2357,67,"Finance, Insurance, Real Estate"
"443",2369,67,"Finance, Insurance, Real Estate"
"444",2375,35,"Manufacturing"
"445",2376,50,"Wholesale Trade"
"446",2381,65,"Finance, Insurance, Real Estate"
"447",2390,20,"Manufacturing"
"448",2393,35,"Manufacturing"
"449",2396,20,"Manufacturing"
"450",2402,73,"Services"
"451",2403,28,"Manufacturing"
"452",2406,26,"Manufacturing"
"453",2408,48,"Transportation & Public Utilities"
"454",2410,29,"Manufacturing"
"455",2411,48,"Transportation & Public Utilities"
"456",2424,49,"Transportation & Public Utilities"
"457",2433,35,"Manufacturing"
"458",2435,20,"Manufacturing"
"459",2436,31,"Manufacturing"
"460",2437,13,"Mining"
"461",2439,49,"Transportation & Public Utilities"
"462",2443,54,"Retail Trade"
"463",2444,37,"Manufacturing"
"464",2447,10,"Mining"
"465",2448,33,"Manufacturing"
"466",2449,34,"Manufacturing"
"467",2461,36,"Manufacturing"
"468",2464,42,"Transportation & Public Utilities"
"469",2467,62,"Finance, Insurance, Real Estate"
"470",2469,50,"Wholesale Trade"
"471",2482,22,"Manufacturing"
"472",2484,56,"Retail Trade"
"473",2485,NA,NA
"474",2489,22,"Manufacturing"
"475",2490,40,"Transportation & Public Utilities"
"476",2497,16,"Construction"
"477",2498,36,"Manufacturing"
"478",2504,73,"Services"
"479",2507,87,"Services"
"480",2508,25,"Manufacturing"
"481",2518,34,"Manufacturing"
"482",2519,51,"Wholesale Trade"
"483",2521,30,"Manufacturing"
"484",2526,36,"Manufacturing"
"485",2536,73,"Services"
"486",2537,36,"Manufacturing"
"487",2538,73,"Services"
"488",2547,63,"Finance, Insurance, Real Estate"
"489",2549,61,"Finance, Insurance, Real Estate"
"490",2553,35,"Manufacturing"
"491",2554,39,"Manufacturing"
"492",2555,72,"Services"
"493",2556,26,"Manufacturing"
"494",2558,63,"Finance, Insurance, Real Estate"
"495",2561,35,"Manufacturing"
"496",2562,20,"Manufacturing"
"497",2566,34,"Manufacturing"
"498",2573,73,"Services"
"499",2574,40,"Transportation & Public Utilities"
"500",2577,36,"Manufacturing"
"501",2578,73,"Services"
"502",2581,35,"Manufacturing"
"503",2589,80,"Services"
"504",2593,28,"Manufacturing"
"505",2595,56,"Retail Trade"
"506",2596,73,"Services"
"507",2597,20,"Manufacturing"
"508",2598,37,"Manufacturing"
"509",2602,27,"Manufacturing"
"510",2606,20,"Manufacturing"
"511",2612,60,"Finance, Insurance, Real Estate"
"512",2615,36,"Manufacturing"
"513",2616,51,"Wholesale Trade"
"514",2618,80,"Services"
"515",2620,NA,NA
"516",2622,79,"Services"
"517",2625,36,"Manufacturing"
"518",2626,20,"Manufacturing"
"519",2628,49,"Transportation & Public Utilities"
"520",2633,14,"Mining"
"521",2634,30,"Manufacturing"
"522",2636,15,"Construction"
"523",2644,35,"Manufacturing"
"524",2646,28,"Manufacturing"
"525",2647,NA,NA
"526",2662,10,"Mining"
"527",2663,20,"Manufacturing"
"528",2665,65,"Finance, Insurance, Real Estate"
"529",2669,32,"Manufacturing"
"530",2675,20,"Manufacturing"
"531",2677,13,"Mining"
"532",2694,38,"Manufacturing"
"533",2696,40,"Transportation & Public Utilities"
"534",2697,13,"Mining"
"535",2698,40,"Transportation & Public Utilities"
"536",2703,NA,NA
"537",2707,NA,NA
"538",2710,20,"Manufacturing"
"539",2711,39,"Manufacturing"
"540",2712,20,"Manufacturing"
"541",2717,99,"Public Administration"
"542",2721,38,"Manufacturing"
"543",2731,60,"Finance, Insurance, Real Estate"
"544",2732,50,"Wholesale Trade"
"545",2733,20,"Manufacturing"
"546",2735,65,"Finance, Insurance, Real Estate"
"547",2740,58,"Retail Trade"
"548",2742,58,"Retail Trade"
"549",2751,51,"Wholesale Trade"
"550",2753,38,"Manufacturing"
"551",2771,30,"Manufacturing"
"552",2777,10,"Mining"
"553",2783,49,"Transportation & Public Utilities"
"554",2784,48,"Transportation & Public Utilities"
"555",2785,27,"Manufacturing"
"556",2787,33,"Manufacturing"
"557",2791,58,"Retail Trade"
"558",2794,35,"Manufacturing"
"559",2796,53,"Retail Trade"
"560",2797,28,"Manufacturing"
"561",2800,36,"Manufacturing"
"562",2802,35,"Manufacturing"
"563",2803,49,"Transportation & Public Utilities"
"564",2807,54,"Retail Trade"
"565",2810,50,"Wholesale Trade"
"566",2811,50,"Wholesale Trade"
"567",2812,10,"Mining"
"568",2817,35,"Manufacturing"
"569",2818,56,"Retail Trade"
"570",2820,24,"Manufacturing"
"571",2826,28,"Manufacturing"
"572",2829,36,"Manufacturing"
"573",2831,99,"Public Administration"
"574",2836,61,"Finance, Insurance, Real Estate"
"575",2845,15,"Construction"
"576",2846,28,"Manufacturing"
"577",2847,49,"Transportation & Public Utilities"
"578",2849,60,"Finance, Insurance, Real Estate"
"579",2852,67,"Finance, Insurance, Real Estate"
"580",2854,60,"Finance, Insurance, Real Estate"
"581",2856,49,"Transportation & Public Utilities"
"582",2857,NA,NA
"583",2858,49,"Transportation & Public Utilities"
"584",2859,49,"Transportation & Public Utilities"
"585",2860,49,"Transportation & Public Utilities"
"586",2862,NA,NA
"587",2865,50,"Wholesale Trade"
"588",2866,48,"Transportation & Public Utilities"
"589",2870,49,"Transportation & Public Utilities"
"590",2872,34,"Manufacturing"
"591",2883,67,"Finance, Insurance, Real Estate"
"592",2884,48,"Transportation & Public Utilities"
"593",2886,67,"Finance, Insurance, Real Estate"
"594",2888,32,"Manufacturing"
"595",2889,17,"Construction"
"596",2891,38,"Manufacturing"
"597",2897,36,"Manufacturing"
"598",2903,38,"Manufacturing"
"599",2908,36,"Manufacturing"
"600",2909,20,"Manufacturing"
"601",2911,51,"Wholesale Trade"
"602",2916,24,"Manufacturing"
"603",2917,26,"Manufacturing"
"604",2918,37,"Manufacturing"
"605",2922,73,"Services"
"606",2928,28,"Manufacturing"
"607",2929,13,"Mining"
"608",2938,56,"Retail Trade"
"609",2939,78,"Services"
"610",2940,80,"Services"
"611",2942,50,"Wholesale Trade"
"612",2950,28,"Manufacturing"
"613",2951,35,"Manufacturing"
"614",2953,36,"Manufacturing"
"615",2955,58,"Retail Trade"
"616",2960,51,"Wholesale Trade"
"617",2962,49,"Transportation & Public Utilities"
"618",2963,34,"Manufacturing"
"619",2965,22,"Manufacturing"
"620",2968,60,"Finance, Insurance, Real Estate"
"621",2975,36,"Manufacturing"
"622",2978,48,"Transportation & Public Utilities"
"623",2979,48,"Transportation & Public Utilities"
"624",2980,48,"Transportation & Public Utilities"
"625",2981,48,"Transportation & Public Utilities"
"626",2982,26,"Manufacturing"
"627",2986,49,"Transportation & Public Utilities"
"628",2990,38,"Manufacturing"
"629",2991,29,"Manufacturing"
"630",2999,35,"Manufacturing"
"631",3002,65,"Finance, Insurance, Real Estate"
"632",3007,58,"Retail Trade"
"633",3011,28,"Manufacturing"
"634",3013,20,"Manufacturing"
"635",3015,48,"Transportation & Public Utilities"
"636",3016,42,"Transportation & Public Utilities"
"637",3022,37,"Manufacturing"
"638",3023,61,"Finance, Insurance, Real Estate"
"639",3024,63,"Finance, Insurance, Real Estate"
"640",3026,28,"Manufacturing"
"641",3027,67,"Finance, Insurance, Real Estate"
"642",3028,79,"Services"
"643",3031,36,"Manufacturing"
"644",3033,49,"Transportation & Public Utilities"
"645",3036,48,"Transportation & Public Utilities"
"646",3039,49,"Transportation & Public Utilities"
"647",3040,38,"Manufacturing"
"648",3041,35,"Manufacturing"
"649",3048,35,"Manufacturing"
"650",3049,38,"Manufacturing"
"651",3050,27,"Manufacturing"
"652",3051,54,"Retail Trade"
"653",3053,38,"Manufacturing"
"654",3054,57,"Retail Trade"
"655",3055,36,"Manufacturing"
"656",3062,23,"Manufacturing"
"657",3063,79,"Services"
"658",3066,60,"Finance, Insurance, Real Estate"
"659",3071,NA,NA
"660",3078,49,"Transportation & Public Utilities"
"661",3082,60,"Finance, Insurance, Real Estate"
"662",3087,56,"Retail Trade"
"663",3093,37,"Manufacturing"
"664",3099,36,"Manufacturing"
"665",3103,24,"Manufacturing"
"666",3105,48,"Transportation & Public Utilities"
"667",3107,10,"Mining"
"668",3108,49,"Transportation & Public Utilities"
"669",3111,67,"Finance, Insurance, Real Estate"
"670",3114,48,"Transportation & Public Utilities"
"671",3116,38,"Manufacturing"
"672",3121,28,"Manufacturing"
"673",3122,56,"Retail Trade"
"674",3126,37,"Manufacturing"
"675",3129,50,"Wholesale Trade"
"676",3130,49,"Transportation & Public Utilities"
"677",3134,67,"Finance, Insurance, Real Estate"
"678",3138,20,"Manufacturing"
"679",3144,20,"Manufacturing"
"680",3153,10,"Mining"
"681",3156,36,"Manufacturing"
"682",3157,38,"Manufacturing"
"683",3158,38,"Manufacturing"
"684",3164,59,"Retail Trade"
"685",3165,99,"Public Administration"
"686",3169,NA,NA
"687",3170,28,"Manufacturing"
"688",3171,28,"Manufacturing"
"689",3172,38,"Manufacturing"
"690",3178,37,"Manufacturing"
"691",3184,50,"Wholesale Trade"
"692",3185,49,"Transportation & Public Utilities"
"693",3198,49,"Transportation & Public Utilities"
"694",3200,35,"Manufacturing"
"695",3203,36,"Manufacturing"
"696",3206,49,"Transportation & Public Utilities"
"697",3210,NA,NA
"698",3216,45,"Transportation & Public Utilities"
"699",3218,87,"Services"
"700",3220,NA,NA
"701",3221,64,"Finance, Insurance, Real Estate"
"702",3226,48,"Transportation & Public Utilities"
"703",3227,73,"Services"
"704",3229,36,"Manufacturing"
"705",3230,73,"Services"
"706",3231,60,"Finance, Insurance, Real Estate"
"707",3235,10,"Mining"
"708",3238,NA,NA
"709",3240,70,"Services"
"710",3243,63,"Finance, Insurance, Real Estate"
"711",3246,50,"Wholesale Trade"
"712",3248,35,"Manufacturing"
"713",3255,49,"Transportation & Public Utilities"
"714",3256,NA,NA
"715",3257,49,"Transportation & Public Utilities"
"716",3259,NA,NA
"717",3265,48,"Transportation & Public Utilities"
"718",3270,87,"Services"
"719",3273,48,"Transportation & Public Utilities"
"720",3275,36,"Manufacturing"
"721",3276,80,"Services"
"722",3277,73,"Services"
"723",3278,72,"Services"
"724",3279,NA,NA
"725",3281,27,"Manufacturing"
"726",3282,35,"Manufacturing"
"727",3288,80,"Services"
"728",3289,36,"Manufacturing"
"729",3291,73,"Services"
"730",3297,87,"Services"
"731",3310,73,"Services"
"732",3311,20,"Manufacturing"
"733",3315,73,"Services"
"734",3317,50,"Wholesale Trade"
"735",3325,73,"Services"
"736",3327,73,"Services"
"737",3333,36,"Manufacturing"
"738",3334,73,"Services"
"739",3336,73,"Services"
"740",3342,73,"Services"
"741",3343,73,"Services"
"742",3345,99,"Public Administration"
"743",3349,78,"Services"
"744",3354,73,"Services"
"745",3358,36,"Manufacturing"
"746",3362,20,"Manufacturing"
"747",3363,NA,NA
"748",3365,73,"Services"
"749",3366,73,"Services"
"750",3367,73,"Services"
"751",3368,35,"Manufacturing"
"752",3369,51,"Wholesale Trade"
"753",3370,35,"Manufacturing"
"754",3372,36,"Manufacturing"
"755",3373,60,"Finance, Insurance, Real Estate"
"756",3375,22,"Manufacturing"
"757",3376,48,"Transportation & Public Utilities"
"758",3382,73,"Services"
"759",3384,48,"Transportation & Public Utilities"
"760",3389,NA,NA
"761",3391,49,"Transportation & Public Utilities"
"762",3392,NA,NA
"763",3393,49,"Transportation & Public Utilities"
"764",3394,49,"Transportation & Public Utilities"
"765",3399,36,"Manufacturing"
"766",3407,67,"Finance, Insurance, Real Estate"
"767",3408,67,"Finance, Insurance, Real Estate"
"768",3409,67,"Finance, Insurance, Real Estate"
"769",3410,67,"Finance, Insurance, Real Estate"
"770",3413,49,"Transportation & Public Utilities"
"771",3415,26,"Manufacturing"
"772",3416,42,"Transportation & Public Utilities"
"773",3419,49,"Transportation & Public Utilities"
"774",3422,26,"Manufacturing"
"775",3424,58,"Retail Trade"
"776",3425,24,"Manufacturing"
"777",3426,40,"Transportation & Public Utilities"
"778",3429,10,"Mining"
"779",3434,35,"Manufacturing"
"780",3438,32,"Manufacturing"
"781",3439,49,"Transportation & Public Utilities"
"782",3440,NA,NA
"783",3441,NA,NA
"784",3444,49,"Transportation & Public Utilities"
"785",3461,80,"Services"
"786",3465,35,"Manufacturing"
"787",3469,NA,NA
"788",3472,48,"Transportation & Public Utilities"
"789",3478,73,"Services"
"790",3480,87,"Services"
"791",3497,36,"Manufacturing"
